employee,day,login_hour,files_accessed,emails_sent,usb_used,after_hours,is_malicious
Kevin Ramirez,77,9,33,6,0,0,0
Kevin Ramirez,78,9,27,12,0,0,0
Kevin Ramirez,79,9,45,8,0,0,0
Kevin Ramirez,80,8,46,5,0,0,0
Kevin Ramirez,81,9,36,15,0,0,0
Kevin Ramirez,82,9,37,17,0,0,0
Kevin Ramirez,83,10,37,6,0,0,0
Kevin Ramirez,84,10,46,5,0,0,0
Kevin Ramirez,85,8,35,10,0,0,0
Kevin Ramirez,86,8,33,7,0,0,0
Kevin Ramirez,87,8,44,17,0,0,0
Kevin Ramirez,88,8,44,19,0,0,0
Kevin Ramirez,89,9,28,11,0,0,0
James Lopez,0,8,60,7,0,0,0
James Lopez,1,9,64,9,0,0,0
James Lopez,2,9,54,19,0,0,0
James Lopez,3,9,58,9,0,0,0
James Lopez,4,7,48,9,0,0,0
James Lopez,5,7,57,15,0,0,0
James Lopez,6,9,65,10,0,0,0
James Lopez,7,9,65,9,0,0,0
James Lopez,8,7,60,9,0,0,0
James Lopez,9,8,52,12,0,0,0
James Lopez,10,9,66,13,0,0,0
James Lopez,11,8,52,15,0,0,0
James Lopez,12,7,67,16,0,0,0
James Lopez,13,9,55,13,0,0,0
James Lopez,14,7,51,8,0,0,0
James Lopez,15,9,50,7,0,0,0
James Lopez,16,9,49,20,0,0,0
James Lopez,17,7,48,11,0,0,0
James Lopez,18,8,61,11,0,0,0
James Lopez,19,8,68,19,0,0,0
James Lopez,20,7,63,14,0,0,0
James Lopez,21,8,59,11,0,0,0
James Lopez,22,8,65,14,0,0,0
James Lopez,23,8,60,6,0,0,0
James Lopez,24,8,52,9,0,0,0
James Lopez,25,8,52,18,0,0,0
James Lopez,26,7,62,20,0,0,0
James Lopez,27,9,51,8,0,0,0
James Lopez,28,9,65,12,0,0,0
James Lopez,29,9,58,16,0,0,0
James Lopez,30,9,61,20,0,0,0
James Lopez,31,8,54,13,0,0,0
James Lopez,32,8,52,17,0,0,0
James Lopez,33,9,67,18,0,0,0
James Lopez,34,9,53,20,0,0,0
James Lopez,35,8,56,13,0,0,0
James Lopez,36,9,56,11,0,0,0
James Lopez,37,9,54,12,0,0,0
James Lopez,38,8,58,20,0,0,0
James Lopez,39,8,57,20,0,0,0
James Lopez,40,9,56,13,0,0,0
James Lopez,41,9,52,9,0,0,0
James Lopez,42,7,60,8,0,0,0
James Lopez,43,9,62,14,0,0,0
James Lopez,44,7,55,19,0,0,0
James Lopez,45,9,57,13,0,0,0
James Lopez,46,7,66,6,0,0,0
James Lopez,47,7,57,5,0,0,0
James Lopez,48,9,61,19,0,0,0
James Lopez,49,8,68,14,0,0,0
James Lopez,50,9,63,8,0,0,0
James Lopez,51,9,62,17,0,0,0
James Lopez,52,9,54,17,0,0,0
James Lopez,53,8,52,10,0,0,0
James Lopez,54,8,59,8,0,0,0
James Lopez,55,9,66,7,0,0,0
James Lopez,56,7,50,12,0,0,0
James Lopez,57,8,53,11,0,0,0
James Lopez,58,9,51,5,0,0,0
James Lopez,59,8,61,8,0,0,0
James Lopez,60,7,68,7,0,0,0
James Lopez,61,7,51,11,0,0,0
James Lopez,62,8,51,5,0,0,0
James Lopez,63,9,54,6,0,0,0
James Lopez,64,7,58,18,0,0,0
James Lopez,65,7,64,16,0,0,0
James Lopez,66,7,52,5,0,0,0
James Lopez,67,7,58,15,0,0,0
James Lopez,68,9,64,20,0,0,0
James Lopez,69,8,54,20,0,0,0
James Lopez,70,8,48,5,0,0,0
James Lopez,71,9,52,17,0,0,0
James Lopez,72,8,56,17,0,0,0
James Lopez,73,8,61,18,0,0,0
James Lopez,74,7,63,20,0,0,0
James Lopez,75,7,51,13,0,0,0
James Lopez,76,7,54,17,0,0,0
James Lopez,77,8,64,11,0,0,0
James Lopez,78,9,51,10,0,0,0
James Lopez,79,8,65,14,0,0,0
James Lopez,80,7,48,5,0,0,0
James Lopez,81,8,58,15,0,0,0
James Lopez,82,7,64,14,0,0,0
James Lopez,83,8,54,19,0,0,0
James Lopez,84,9,65,18,0,0,0
James Lopez,85,9,66,6,0,0,0
James Lopez,86,8,66,9,0,0,0
James Lopez,87,7,59,7,0,0,0
James Lopez,88,8,59,10,0,0,0
James Lopez,89,7,64,14,0,0,0
Stephen Hanson,0,8,39,16,0,0,0
Stephen Hanson,1,8,27,12,0,0,0
Stephen Hanson,2,7,34,12,0,0,0
Stephen Hanson,3,8,27,15,0,0,0
Stephen Hanson,4,8,25,12,0,0,0
Stephen Hanson,5,7,35,12,0,0,0
Stephen Hanson,6,7,27,7,0,0,0
Stephen Hanson,7,9,25,13,0,0,0
Stephen Hanson,8,7,29,14,0,0,0
Stephen Hanson,9,8,35,12,0,0,0
Stephen Hanson,10,8,28,9,0,0,0
Stephen Hanson,11,7,39,8,0,0,0
Stephen Hanson,12,8,29,17,0,0,0
Stephen Hanson,13,9,26,17,0,0,0
Stephen Hanson,14,9,42,19,0,0,0
Stephen Hanson,15,7,37,13,0,0,0
Stephen Hanson,16,9,43,9,0,0,0
Stephen Hanson,17,7,36,12,0,0,0
Stephen Hanson,18,8,33,5,0,0,0
Stephen Hanson,19,8,25,5,0,0,0
Stephen Hanson,20,8,36,13,0,0,0
Stephen Hanson,21,7,35,13,0,0,0
Stephen Hanson,22,7,25,10,0,0,0
Stephen Hanson,23,7,37,13,0,0,0
Stephen Hanson,24,8,30,12,0,0,0
Stephen Hanson,25,7,33,20,0,0,0
Stephen Hanson,26,7,41,12,0,0,0
Stephen Hanson,27,9,36,11,0,0,0
Stephen Hanson,28,8,36,6,0,0,0
Stephen Hanson,29,7,28,8,0,0,0
Stephen Hanson,30,9,37,11,0,0,0
Stephen Hanson,31,8,40,20,0,0,0
Stephen Hanson,32,8,43,17,0,0,0
Stephen Hanson,33,9,38,7,0,0,0
Stephen Hanson,34,7,30,7,0,0,0
Stephen Hanson,35,8,42,10,0,0,0
Stephen Hanson,36,9,39,9,0,0,0
Stephen Hanson,37,7,34,20,0,0,0
Stephen Hanson,38,8,37,15,0,0,0
Stephen Hanson,39,9,26,16,0,0,0
Stephen Hanson,40,8,38,9,0,0,0
Stephen Hanson,41,7,40,11,0,0,0
Stephen Hanson,42,7,30,19,0,0,0
Stephen Hanson,43,7,35,7,0,0,0
Stephen Hanson,44,8,28,5,0,0,0
Stephen Hanson,45,7,31,14,0,0,0
Stephen Hanson,46,7,38,6,0,0,0
Stephen Hanson,47,7,31,19,0,0,0
Stephen Hanson,48,8,39,18,0,0,0
Stephen Hanson,49,9,42,7,0,0,0
Stephen Hanson,50,9,37,20,0,0,0
Stephen Hanson,51,9,27,6,0,0,0
Stephen Hanson,52,9,24,19,0,0,0
Stephen Hanson,53,9,32,5,0,0,0
Stephen Hanson,54,7,26,6,0,0,0
Stephen Hanson,55,7,28,12,0,0,0
Stephen Hanson,56,8,25,11,0,0,0
Stephen Hanson,57,7,30,14,0,0,0
Stephen Hanson,58,8,37,9,0,0,0
Stephen Hanson,59,7,31,8,0,0,0
Stephen Hanson,60,8,43,11,0,0,0
Stephen Hanson,61,9,27,12,0,0,0
Stephen Hanson,62,8,43,5,0,0,0
Stephen Hanson,63,9,25,16,0,0,0
Stephen Hanson,64,8,34,20,0,0,0
Stephen Hanson,65,8,27,5,0,0,0
Stephen Hanson,66,8,41,9,0,0,0
Stephen Hanson,67,8,31,20,0,0,0
Stephen Hanson,68,8,26,12,0,0,0
Stephen Hanson,69,7,31,19,0,0,0
Stephen Hanson,70,8,34,14,0,0,0
Stephen Hanson,71,8,26,6,0,0,0
Stephen Hanson,72,7,27,10,0,0,0
Stephen Hanson,73,7,38,5,0,0,0
Stephen Hanson,74,9,36,9,0,0,0
Stephen Hanson,75,8,32,11,0,0,0
Stephen Hanson,76,8,39,8,0,0,0
Stephen Hanson,77,7,34,5,0,0,0
Stephen Hanson,78,9,28,20,0,0,0
Stephen Hanson,79,7,23,11,0,0,0
Stephen Hanson,80,8,29,17,0,0,0
Stephen Hanson,81,0,297,18,1,1,1
Stephen Hanson,82,3,198,8,1,1,1
Stephen Hanson,83,4,198,18,1,1,1
Stephen Hanson,84,4,264,12,1,1,1
Stephen Hanson,85,0,330,19,1,1,1
Stephen Hanson,86,3,264,12,1,1,1
Stephen Hanson,87,1,264,12,1,1,1
Stephen Hanson,88,1,297,8,1,1,1
Stephen Hanson,89,4,198,12,1,1,1
Richard Boone,0,7,21,16,0,0,0
Richard Boone,1,8,37,10,0,0,0
Richard Boone,2,7,31,10,0,0,0
Richard Boone,3,8,36,7,0,0,0
Richard Boone,4,9,38,17,0,0,0
Richard Boone,5,7,24,18,0,0,0
Richard Boone,6,7,22,15,0,0,0
Richard Boone,7,9,22,10,0,0,0
Richard Boone,8,7,29,18,0,0,0
Richard Boone,9,9,22,7,0,0,0
Richard Boone,10,7,40,19,0,0,0
Richard Boone,11,7,37,11,0,0,0
Richard Boone,12,7,25,15,0,0,0
Richard Boone,13,9,23,10,0,0,0
Richard Boone,14,9,29,14,0,0,0
Richard Boone,15,7,39,6,0,0,0
Richard Boone,16,7,39,7,0,0,0
Richard Boone,17,9,39,9,0,0,0
Richard Boone,18,8,35,18,0,0,0
Richard Boone,19,9,32,11,0,0,0
Richard Boone,20,9,29,17,0,0,0
Richard Boone,21,7,36,12,0,0,0
Richard Boone,22,8,37,12,0,0,0
Richard Boone,23,9,32,8,0,0,0
Richard Boone,24,8,22,13,0,0,0
Richard Boone,25,9,38,15,0,0,0
Richard Boone,26,8,31,15,0,0,0
Richard Boone,27,8,41,16,0,0,0
Richard Boone,28,8,23,5,0,0,0
Richard Boone,29,9,36,17,0,0,0
Richard Boone,30,9,29,5,0,0,0
Richard Boone,31,8,37,16,0,0,0
Richard Boone,32,7,41,14,0,0,0
Richard Boone,33,8,35,5,0,0,0
Richard Boone,34,7,34,11,0,0,0
Richard Boone,35,7,39,12,0,0,0
Richard Boone,36,9,34,8,0,0,0
Richard Boone,37,7,33,18,0,0,0
Richard Boone,38,9,22,19,0,0,0
Richard Boone,39,8,39,6,0,0,0
Richard Boone,40,8,24,15,0,0,0
Richard Boone,41,9,27,16,0,0,0
Richard Boone,42,7,24,9,0,0,0
Richard Boone,43,8,30,16,0,0,0
Richard Boone,44,7,31,6,0,0,0
Richard Boone,45,7,23,12,0,0,0
Richard Boone,46,9,35,15,0,0,0
Richard Boone,47,7,27,7,0,0,0
Richard Boone,48,7,38,20,0,0,0
Richard Boone,49,8,23,13,0,0,0
Richard Boone,50,8,30,12,0,0,0
Richard Boone,51,7,24,8,0,0,0
Richard Boone,52,9,27,8,0,0,0
Richard Boone,53,7,21,14,0,0,0
Richard Boone,54,8,22,10,0,0,0
Richard Boone,55,7,41,19,0,0,0
Richard Boone,56,8,28,10,0,0,0
Richard Boone,57,9,41,12,0,0,0
Richard Boone,58,7,21,17,0,0,0
Richard Boone,59,9,23,15,0,0,0
Richard Boone,60,9,26,13,0,0,0
Richard Boone,61,8,33,5,0,0,0
Richard Boone,62,8,26,5,0,0,0
Richard Boone,63,9,28,13,0,0,0
Richard Boone,64,9,24,15,0,0,0
Richard Boone,65,7,40,7,0,0,0
Richard Boone,66,7,26,6,0,0,0
Richard Boone,67,8,24,9,0,0,0
Richard Boone,68,7,22,11,0,0,0
Richard Boone,69,8,41,16,0,0,0
Richard Boone,70,8,26,17,0,0,0
Richard Boone,71,9,25,15,0,0,0
Richard Boone,72,9,38,9,0,0,0
Richard Boone,73,9,37,9,0,0,0
Richard Boone,74,9,36,8,0,0,0
Richard Boone,75,9,25,15,0,0,0
Richard Boone,76,9,32,5,0,0,0
Richard Boone,77,9,22,19,0,0,0
Richard Boone,78,7,24,5,0,0,0
Richard Boone,79,7,27,19,0,0,0
Richard Boone,80,7,29,8,0,0,0
Richard Boone,81,1,186,19,1,1,1
Richard Boone,82,4,186,7,1,1,1
Richard Boone,83,1,155,6,1,1,1
Richard Boone,84,1,186,12,1,1,1
Richard Boone,85,1,310,11,1,1,1
Richard Boone,86,3,248,11,1,1,1
Richard Boone,87,1,310,5,1,1,1
Richard Boone,88,1,155,18,1,1,1
Richard Boone,89,2,186,5,1,1,1
Amanda Brooks,0,10,56,11,0,0,0
Amanda Brooks,1,8,53,7,0,0,0
Amanda Brooks,2,10,39,8,0,0,0
Amanda Brooks,3,9,44,10,0,0,0
Amanda Brooks,4,10,42,6,0,0,0
Amanda Brooks,5,8,40,6,0,0,0
Amanda Brooks,6,8,52,17,0,0,0
Amanda Brooks,7,8,57,17,0,0,0
Amanda Brooks,8,10,48,19,0,0,0
Amanda Brooks,9,8,50,9,0,0,0
Amanda Brooks,10,9,56,7,0,0,0
Amanda Brooks,11,9,37,12,0,0,0
Amanda Brooks,12,8,50,19,0,0,0
Amanda Brooks,13,9,37,12,0,0,0
Amanda Brooks,14,9,41,9,0,0,0
Amanda Brooks,15,8,43,16,0,0,0
Amanda Brooks,16,8,38,16,0,0,0
Amanda Brooks,17,10,48,18,0,0,0
Amanda Brooks,18,9,41,12,0,0,0
Amanda Brooks,19,10,52,8,0,0,0
Amanda Brooks,20,10,55,12,0,0,0
Amanda Brooks,21,10,56,13,0,0,0
Amanda Brooks,22,9,54,17,0,0,0
Amanda Brooks,23,10,38,18,0,0,0
Amanda Brooks,24,8,38,9,0,0,0
Amanda Brooks,25,9,54,15,0,0,0
Amanda Brooks,26,10,41,15,0,0,0
Amanda Brooks,27,10,45,6,0,0,0
Amanda Brooks,28,10,39,9,0,0,0
Amanda Brooks,29,9,43,7,0,0,0
Amanda Brooks,30,9,41,18,0,0,0
Amanda Brooks,31,8,53,11,0,0,0
Amanda Brooks,32,10,47,14,0,0,0
Amanda Brooks,33,10,43,8,0,0,0
Amanda Brooks,34,10,45,19,0,0,0
Amanda Brooks,35,10,46,6,0,0,0
Amanda Brooks,36,10,51,8,0,0,0
Amanda Brooks,37,8,53,7,0,0,0
Amanda Brooks,38,8,42,20,0,0,0
Amanda Brooks,39,8,39,7,0,0,0
Amanda Brooks,40,10,38,8,0,0,0
Amanda Brooks,41,9,57,20,0,0,0
Amanda Brooks,42,8,48,8,0,0,0
Amanda Brooks,43,10,54,7,0,0,0
Amanda Brooks,44,9,45,11,0,0,0
Amanda Brooks,45,10,57,6,0,0,0
Amanda Brooks,46,10,52,16,0,0,0
Amanda Brooks,47,8,46,5,0,0,0
Amanda Brooks,48,10,55,9,0,0,0
Amanda Brooks,49,8,51,7,0,0,0
Amanda Brooks,50,10,43,20,0,0,0
Amanda Brooks,51,10,53,9,0,0,0
Amanda Brooks,52,9,38,9,0,0,0
Amanda Brooks,53,9,46,12,0,0,0
Amanda Brooks,54,10,53,11,0,0,0
Amanda Brooks,55,8,52,6,0,0,0
Amanda Brooks,56,9,46,8,0,0,0
Amanda Brooks,57,10,45,8,0,0,0
Amanda Brooks,58,9,38,11,0,0,0
Amanda Brooks,59,9,48,20,0,0,0
Amanda Brooks,60,10,57,6,0,0,0
Amanda Brooks,61,10,49,12,0,0,0
Amanda Brooks,62,10,50,16,0,0,0
Amanda Brooks,63,8,45,19,0,0,0
Amanda Brooks,64,9,40,8,0,0,0
Amanda Brooks,65,10,44,15,0,0,0
Amanda Brooks,66,9,50,15,0,0,0
Amanda Brooks,67,9,37,14,0,0,0
Amanda Brooks,68,10,53,6,0,0,0
Amanda Brooks,69,8,38,8,0,0,0
Amanda Brooks,70,8,41,17,0,0,0
Amanda Brooks,71,10,55,16,0,0,0
Amanda Brooks,72,9,54,13,0,0,0
Amanda Brooks,73,9,56,14,0,0,0
Amanda Brooks,74,10,56,8,0,0,0
Amanda Brooks,75,10,57,16,0,0,0
Amanda Brooks,76,8,38,11,0,0,0
Amanda Brooks,77,10,41,20,0,0,0
Amanda Brooks,78,9,52,12,0,0,0
Amanda Brooks,79,8,40,12,0,0,0
Amanda Brooks,80,9,57,5,0,0,0
Amanda Brooks,81,9,47,8,0,0,0
Amanda Brooks,82,8,53,20,0,0,0
Amanda Brooks,83,8,45,8,0,0,0
Amanda Brooks,84,8,47,9,0,0,0
Amanda Brooks,85,8,47,14,0,0,0
Amanda Brooks,86,9,49,14,0,0,0
Amanda Brooks,87,9,49,17,0,0,0
Amanda Brooks,88,10,57,14,0,0,0
Amanda Brooks,89,8,55,19,0,0,0
Scott Johnson,0,9,37,18,0,0,0
Scott Johnson,1,9,50,17,0,0,0
Scott Johnson,2,10,46,7,0,0,0
Scott Johnson,3,9,44,20,0,0,0
Scott Johnson,4,9,39,11,0,0,0
Scott Johnson,5,10,52,17,0,0,0
Scott Johnson,6,9,40,10,0,0,0
Scott Johnson,7,8,33,20,0,0,0
Scott Johnson,8,10,35,9,0,0,0
Scott Johnson,9,8,35,6,0,0,0
Scott Johnson,10,8,51,15,0,0,0
Scott Johnson,11,9,33,11,0,0,0
Scott Johnson,12,10,35,16,0,0,0
Scott Johnson,13,8,46,10,0,0,0
Scott Johnson,14,10,41,12,0,0,0
Scott Johnson,15,8,44,20,0,0,0
Scott Johnson,16,9,50,8,0,0,0
Scott Johnson,17,8,51,18,0,0,0
Scott Johnson,18,8,51,12,0,0,0
Scott Johnson,19,8,40,18,0,0,0
Scott Johnson,20,10,49,19,0,0,0
Scott Johnson,21,9,33,17,0,0,0
Scott Johnson,22,9,42,14,0,0,0
Scott Johnson,23,8,41,12,0,0,0
Scott Johnson,24,8,41,18,0,0,0
Scott Johnson,25,10,48,6,0,0,0
Scott Johnson,26,9,34,13,0,0,0
Scott Johnson,27,9,52,14,0,0,0
Scott Johnson,28,8,48,20,0,0,0
Scott Johnson,29,8,41,19,0,0,0
Scott Johnson,30,9,48,12,0,0,0
Scott Johnson,31,10,45,13,0,0,0
Scott Johnson,32,8,39,18,0,0,0
Scott Johnson,33,8,33,15,0,0,0
Scott Johnson,34,8,45,10,0,0,0
Scott Johnson,35,10,36,10,0,0,0
Scott Johnson,36,9,48,10,0,0,0
Scott Johnson,37,8,51,5,0,0,0
Scott Johnson,38,8,35,19,0,0,0
Scott Johnson,39,8,35,9,0,0,0
Scott Johnson,40,9,40,10,0,0,0
Scott Johnson,41,8,38,19,0,0,0
Scott Johnson,42,8,35,14,0,0,0
Scott Johnson,43,9,38,6,0,0,0
Scott Johnson,44,9,38,7,0,0,0
Scott Johnson,45,8,43,5,0,0,0
Scott Johnson,46,10,37,8,0,0,0
Scott Johnson,47,9,40,18,0,0,0
Scott Johnson,48,10,34,16,0,0,0
Scott Johnson,49,10,42,14,0,0,0
Scott Johnson,50,9,45,14,0,0,0
Scott Johnson,51,9,32,11,0,0,0
Scott Johnson,52,10,39,17,0,0,0
Scott Johnson,53,10,35,20,0,0,0
Scott Johnson,54,9,38,19,0,0,0
Scott Johnson,55,8,41,12,0,0,0
Scott Johnson,56,9,39,11,0,0,0
Scott Johnson,57,10,42,9,0,0,0
Scott Johnson,58,10,45,19,0,0,0
Scott Johnson,59,8,51,14,0,0,0
Scott Johnson,60,9,36,12,0,0,0
Scott Johnson,61,10,50,5,0,0,0
Scott Johnson,62,9,46,6,0,0,0
Scott Johnson,63,9,50,12,0,0,0
Scott Johnson,64,10,35,15,0,0,0
Scott Johnson,65,8,40,16,0,0,0
Scott Johnson,66,9,41,9,0,0,0
Scott Johnson,67,10,52,13,0,0,0
Scott Johnson,68,10,35,5,0,0,0
Scott Johnson,69,10,33,10,0,0,0
Scott Johnson,70,8,50,17,0,0,0
Scott Johnson,71,8,43,8,0,0,0
Scott Johnson,72,10,40,13,0,0,0
Scott Johnson,73,9,34,20,0,0,0
Scott Johnson,74,10,35,18,0,0,0
Scott Johnson,75,8,48,7,0,0,0
Scott Johnson,76,8,37,20,0,0,0
Scott Johnson,77,8,48,20,0,0,0
Scott Johnson,78,8,48,17,0,0,0
Scott Johnson,79,10,52,7,0,0,0
Scott Johnson,80,8,50,10,0,0,0
Scott Johnson,81,10,37,6,0,0,0
Scott Johnson,82,10,43,16,0,0,0
Scott Johnson,83,10,51,6,0,0,0
Scott Johnson,84,9,33,12,0,0,0
Scott Johnson,85,10,49,20,0,0,0
Scott Johnson,86,10,51,7,0,0,0
Scott Johnson,87,10,42,6,0,0,0
Scott Johnson,88,9,41,9,0,0,0
Scott Johnson,89,8,41,16,0,0,0
Sarah Potter,0,8,15,13,0,0,0
Sarah Potter,1,9,27,10,0,0,0
Sarah Potter,2,8,31,10,0,0,0
Sarah Potter,3,10,16,18,0,0,0
Sarah Potter,4,9,20,20,0,0,0
Sarah Potter,5,9,15,7,0,0,0
Sarah Potter,6,8,27,20,0,0,0
Sarah Potter,7,9,17,14,0,0,0
Sarah Potter,8,10,30,20,0,0,0
Sarah Potter,9,8,21,15,0,0,0
Sarah Potter,10,8,20,7,0,0,0
Sarah Potter,11,9,22,11,0,0,0
Sarah Potter,12,10,23,8,0,0,0
Sarah Potter,13,9,21,6,0,0,0
Sarah Potter,14,10,29,10,0,0,0
Sarah Potter,15,8,27,14,0,0,0
Sarah Potter,16,10,16,18,0,0,0
Sarah Potter,17,8,26,15,0,0,0
Sarah Potter,18,8,13,14,0,0,0
Sarah Potter,19,10,25,12,0,0,0
Sarah Potter,20,8,23,16,0,0,0
Sarah Potter,21,9,15,18,0,0,0
Sarah Potter,22,8,20,20,0,0,0
Sarah Potter,23,8,12,17,0,0,0
Sarah Potter,24,8,28,14,0,0,0
Sarah Potter,25,10,24,6,0,0,0
Sarah Potter,26,10,29,6,0,0,0
Sarah Potter,27,9,16,19,0,0,0
Sarah Potter,28,8,22,8,0,0,0
Sarah Potter,29,9,18,17,0,0,0
Sarah Potter,30,10,25,12,0,0,0
Sarah Potter,31,9,31,16,0,0,0
Sarah Potter,32,10,15,12,0,0,0
Sarah Potter,33,9,20,18,0,0,0
Sarah Potter,34,10,19,5,0,0,0
Sarah Potter,35,9,15,12,0,0,0
Sarah Potter,36,8,19,6,0,0,0
Sarah Potter,37,10,27,8,0,0,0
Sarah Potter,38,9,17,13,0,0,0
Sarah Potter,39,9,30,18,0,0,0
Sarah Potter,40,8,29,17,0,0,0
Sarah Potter,41,8,16,9,0,0,0
Sarah Potter,42,10,31,13,0,0,0
Sarah Potter,43,8,13,18,0,0,0
Sarah Potter,44,10,21,10,0,0,0
Sarah Potter,45,9,17,13,0,0,0
Sarah Potter,46,10,25,13,0,0,0
Sarah Potter,47,10,14,5,0,0,0
Sarah Potter,48,10,26,15,0,0,0
Sarah Potter,49,10,11,12,0,0,0
Sarah Potter,50,8,30,12,0,0,0
Sarah Potter,51,8,13,17,0,0,0
Sarah Potter,52,9,23,11,0,0,0
Sarah Potter,53,8,23,8,0,0,0
Sarah Potter,54,9,25,20,0,0,0
Sarah Potter,55,9,31,9,0,0,0
Sarah Potter,56,9,18,6,0,0,0
Sarah Potter,57,10,14,20,0,0,0
Sarah Potter,58,10,23,17,0,0,0
Sarah Potter,59,8,18,7,0,0,0
Sarah Potter,60,10,29,12,0,0,0
Sarah Potter,61,9,27,19,0,0,0
Sarah Potter,62,8,20,12,0,0,0
Sarah Potter,63,10,16,19,0,0,0
Sarah Potter,64,10,13,11,0,0,0
Sarah Potter,65,9,23,15,0,0,0
Sarah Potter,66,9,26,10,0,0,0
Sarah Potter,67,10,20,17,0,0,0
Sarah Potter,68,9,14,17,0,0,0
Sarah Potter,69,8,19,11,0,0,0
Sarah Potter,70,8,30,19,0,0,0
Sarah Potter,71,8,15,6,0,0,0
Sarah Potter,72,10,23,19,0,0,0
Sarah Potter,73,8,24,5,0,0,0
Sarah Potter,74,8,27,17,0,0,0
Sarah Potter,75,9,22,14,0,0,0
Sarah Potter,76,10,17,15,0,0,0
Sarah Potter,77,8,12,18,0,0,0
Sarah Potter,78,8,18,18,0,0,0
Sarah Potter,79,8,20,11,0,0,0
Sarah Potter,80,8,16,19,0,0,0
Sarah Potter,81,10,22,17,0,0,0
Sarah Potter,82,9,28,10,0,0,0
Sarah Potter,83,9,22,9,0,0,0
Sarah Potter,84,8,22,8,0,0,0
Sarah Potter,85,10,21,6,0,0,0
Sarah Potter,86,10,30,12,0,0,0
Sarah Potter,87,8,22,14,0,0,0
Sarah Potter,88,10,17,16,0,0,0
Sarah Potter,89,9,24,10,0,0,0
Ashley Flores,0,8,49,9,0,0,0
Ashley Flores,1,7,63,14,0,0,0
Ashley Flores,2,9,65,15,0,0,0
Ashley Flores,3,9,52,13,0,0,0
Ashley Flores,4,7,62,12,0,0,0
Ashley Flores,5,9,55,6,0,0,0
Ashley Flores,6,7,59,8,0,0,0
Ashley Flores,7,8,58,11,0,0,0
Ashley Flores,8,7,53,10,0,0,0
Ashley Flores,9,9,69,17,0,0,0
Ashley Flores,10,8,62,16,0,0,0
Ashley Flores,11,9,66,20,0,0,0
Ashley Flores,12,8,59,15,0,0,0
Ashley Flores,13,8,56,14,0,0,0
Ashley Flores,14,8,60,5,0,0,0
Ashley Flores,15,9,62,8,0,0,0
Ashley Flores,16,9,60,19,0,0,0
Ashley Flores,17,9,69,14,0,0,0
Ashley Flores,18,8,66,12,0,0,0
Ashley Flores,19,9,59,13,0,0,0
Ashley Flores,20,9,51,16,0,0,0
Ashley Flores,21,8,64,12,0,0,0
Ashley Flores,22,8,65,13,0,0,0
Ashley Flores,23,8,50,19,0,0,0
Ashley Flores,24,9,65,9,0,0,0
Ashley Flores,25,8,50,15,0,0,0
Ashley Flores,26,7,64,15,0,0,0
Ashley Flores,27,8,67,13,0,0,0
Ashley Flores,28,7,69,9,0,0,0
Ashley Flores,29,9,55,19,0,0,0
Ashley Flores,30,9,50,6,0,0,0
Ashley Flores,31,7,49,10,0,0,0
Ashley Flores,32,9,67,7,0,0,0
Ashley Flores,33,8,62,20,0,0,0
Ashley Flores,34,7,53,11,0,0,0
Ashley Flores,35,8,53,20,0,0,0
Ashley Flores,36,8,52,9,0,0,0
Ashley Flores,37,8,69,17,0,0,0
Ashley Flores,38,9,54,12,0,0,0
Ashley Flores,39,9,68,5,0,0,0
Ashley Flores,40,9,62,16,0,0,0
Ashley Flores,41,8,66,9,0,0,0
Ashley Flores,42,7,50,13,0,0,0
Ashley Flores,43,9,66,8,0,0,0
Ashley Flores,44,7,63,18,0,0,0
Ashley Flores,45,7,52,8,0,0,0
Ashley Flores,46,7,55,18,0,0,0
Ashley Flores,47,9,55,9,0,0,0
Ashley Flores,48,7,58,6,0,0,0
Ashley Flores,49,9,53,18,0,0,0
Ashley Flores,50,7,51,18,0,0,0
Ashley Flores,51,9,49,14,0,0,0
Ashley Flores,52,9,52,8,0,0,0
Ashley Flores,53,8,50,18,0,0,0
Ashley Flores,54,9,60,18,0,0,0
Ashley Flores,55,9,52,9,0,0,0
Ashley Flores,56,8,52,12,0,0,0
Ashley Flores,57,7,61,8,0,0,0
Ashley Flores,58,7,53,5,0,0,0
Ashley Flores,59,9,58,19,0,0,0
Ashley Flores,60,8,62,20,0,0,0
Ashley Flores,61,9,63,8,0,0,0
Ashley Flores,62,7,59,18,0,0,0
Ashley Flores,63,9,61,11,0,0,0
Ashley Flores,64,7,59,17,0,0,0
Ashley Flores,65,7,57,17,0,0,0
Ashley Flores,66,9,53,12,0,0,0
Ashley Flores,67,8,64,18,0,0,0
Ashley Flores,68,7,57,11,0,0,0
Ashley Flores,69,9,49,14,0,0,0
Ashley Flores,70,7,66,11,0,0,0
Ashley Flores,71,7,51,9,0,0,0
Ashley Flores,72,8,58,8,0,0,0
Ashley Flores,73,8,53,19,0,0,0
Ashley Flores,74,9,68,18,0,0,0
Ashley Flores,75,9,56,16,0,0,0
Ashley Flores,76,8,61,7,0,0,0
Ashley Flores,77,8,55,14,0,0,0
Ashley Flores,78,7,64,16,0,0,0
Ashley Flores,79,8,68,12,0,0,0
Ashley Flores,80,7,52,10,0,0,0
Ashley Flores,81,4,295,12,1,1,1
Ashley Flores,82,4,413,11,1,1,1
Ashley Flores,83,2,354,9,1,1,1
